Feature Name,Description,Data Type,Input Type,Answer Options
category_Health and medical history_ts_Hip.pain.for.3..months...Instance.0_1,Have you had hip pains for more than 3 months?,logical,Select one answer,1 : Yes
category_Health and medical history_ts_Hip.pain.for.3..months...Instance.0_0,Have you had hip pains for more than 3 months?,logical,Select one answer,0 : No
category_Health and medical history_ts_Knee.pain.for.3..months...Instance.0_1,Have you had knee pains for more than 3 months?,logical,Select one answer,1 : Yes
category_Health and medical history_ts_General.pain.for.3..months...Instance.0_1,Have you had pains all over the body for more than 3 months?,logical,Select one answer,1 : Yes
category_Health and medical history_ts_General.pain.for.3..months...Instance.0_0,Have you had pains all over the body for more than 3 months?,logical,Select one answer,0 : No
category_Health and medical history_ts_Chest.pain.or.discomfort...Instance.0_0,Do you ever have any pain or discomfort in your chest?,logical,Select one answer,0 : No
category_Health and medical history_ts_Chest.pain.or.discomfort...Instance.0_1,Do you ever have any pain or discomfort in your chest?,logical,Select one answer,1 : Yes
category_Health and medical history_ts_Chest.pain.or.discomfort.walking.normally...Instance.0_0,Do you get this pain or discomfort when you walk at an ordinary pace on the level?,logical,Select one answer,0 : No
category_Health and medical history_ts_Chest.pain.or.discomfort.walking.normally...Instance.0_1,Do you get this pain or discomfort when you walk at an ordinary pace on the level?,logical,Select one answer,1 : Yes
category_Health and medical history_ts_Chest.pain.or.discomfort.when.walking.uphill.or.hurrying...Instance.0_0,Do you get this pain or discomfort when you walk uphill or hurry?,logical,Select one answer,0 : No
category_Health and medical history_ts_Chest.pain.or.discomfort.when.walking.uphill.or.hurrying...Instance.0_1,Do you get this pain or discomfort when you walk uphill or hurry?,logical,Select one answer,1 : Yes
category_Health and medical history_ts_Chest.pain.due.to.walking.ceases.when.standing.still...Instance.0_1,Does this chest pain go away when you stand still?,logical,Select one answer,1 : Yes
category_Health and medical history_ts_Chest.pain.due.to.walking.ceases.when.standing.still...Instance.0_0,Does this chest pain go away when you stand still?,logical,Select one answer,0 : No
category_Health and medical history_ts_Ever.had.bowel.cancer.screening...Instance.0_0,"Have you ever had a screening test for bowel (colorectal) cancer?
(Please include tests for blood in the stool/faeces or a colonoscopy or a sigmoidoscopy)",logical,Select one answer,0 : No
category_Health and medical history_ts_Ever.had.bowel.cancer.screening...Instance.0_1,"Have you ever had a screening test for bowel (colorectal) cancer?
(Please include tests for blood in the stool/faeces or a colonoscopy or a sigmoidoscopy)",logical,Select one answer,1 : Yes
category_Health and medical history_ts_Most.recent.bowel.cancer.screening...Instance.0_Lower.third,How many years ago was the most recent one of these tests?,logical,Enter integer answer,
category_Health and medical history_ts_Most.recent.bowel.cancer.screening...Instance.0_Upper.third,How many years ago was the most recent one of these tests?,logical,Enter integer answer,
category_Health and medical history_ts_Most.recent.bowel.cancer.screening...Instance.0_Middle.third,How many years ago was the most recent one of these tests?,logical,Enter integer answer,
category_Health and medical history_ts_Time.since.last.prostate.specific.antigen..PSA..test...Instance.0_Lower.third,How many years ago was your last test?,logical,Enter integer answer,
category_Health and medical history_ts_Time.since.last.prostate.specific.antigen..PSA..test...Instance.0_Upper.third,How many years ago was your last test?,logical,Enter integer answer,
category_Health and medical history_ts_Time.since.last.prostate.specific.antigen..PSA..test...Instance.0_Middle.third,How many years ago was your last test?,logical,Enter integer answer,
category_Health and medical history_ts_Combined.sex.major.operations_0,"Have you had any major operations? (For example, operations that required an overnight stay in hospital)",logical,Select one answer,0 : No
category_Health and medical history_ts_Combined.sex.major.operations_1,"Have you had any major operations? (For example, operations that required an overnight stay in hospital)",logical,Select one answer,1 : Yes
category_Health and medical history_ts_Vascular.heart.problems.diagnosed.by.doctor...Instance.0_neg7,Has a doctor ever told you that you have had any of the following conditions? (You can select more than one answer),logical,Select one answer,-7 : None of the above
category_Health and medical history_ts_Vascular.heart.problems.diagnosed.by.doctor...Instance.0_4,Has a doctor ever told you that you have had any of the following conditions? (You can select more than one answer),logical,,4 : High blood pressure
category_Health and medical history_ts_Vascular.heart.problems.diagnosed.by.doctor...Instance.0_1,Has a doctor ever told you that you have had any of the following conditions? (You can select more than one answer),logical,Toggle multiple answer,1 : Heart attack
category_Health and medical history_ts_Vascular.heart.problems.diagnosed.by.doctor...Instance.0_2,Has a doctor ever told you that you have had any of the following conditions? (You can select more than one answer),logical,Toggle multiple answer,2 : Angina
category_Health and medical history_ts_Vascular.heart.problems.diagnosed.by.doctor...Instance.0_3,Has a doctor ever told you that you have had any of the following conditions? (You can select more than one answer),logical,Toggle multiple answer,3 : Stroke
category_Health and medical history_ts_Age.heart.attack.diagnosed...Instance.0_Lower.third,What was your age when the heart attack was first diagnosed?,logical,Enter integer answer,
category_Health and medical history_ts_Age.heart.attack.diagnosed...Instance.0_Upper.third,What was your age when the heart attack was first diagnosed?,logical,Enter integer answer,
category_Health and medical history_ts_Age.heart.attack.diagnosed...Instance.0_Middle.third,What was your age when the heart attack was first diagnosed?,logical,Enter integer answer,
category_Health and medical history_ts_Age.angina.diagnosed...Instance.0_Lower.third,What was your age when the angina was first diagnosed?,logical,Enter integer answer,
category_Health and medical history_ts_Age.angina.diagnosed...Instance.0_Upper.third,What was your age when the angina was first diagnosed?,logical,Enter integer answer,
category_Health and medical history_ts_Age.angina.diagnosed...Instance.0_Middle.third,What was your age when the angina was first diagnosed?,logical,Enter integer answer,
category_Health and medical history_ts_Age.stroke.diagnosed...Instance.0_Lower.third,What was your age when the stroke was first diagnosed?,logical,Enter integer answer,
category_Health and medical history_ts_Age.stroke.diagnosed...Instance.0_Upper.third,What was your age when the stroke was first diagnosed?,logical,Enter integer answer,
category_Health and medical history_ts_Age.stroke.diagnosed...Instance.0_Middle.third,What was your age when the stroke was first diagnosed?,logical,Enter integer answer,
category_Health and medical history_ts_Age.high.blood.pressure.diagnosed...Instance.0_Lower.third,What was your age when the high blood pressure was first diagnosed?,logical,Enter integer answer,
category_Health and medical history_ts_Age.high.blood.pressure.diagnosed...Instance.0_Upper.third,What was your age when the high blood pressure was first diagnosed?,logical,Enter integer answer,
category_Health and medical history_ts_Age.high.blood.pressure.diagnosed...Instance.0_Middle.third,What was your age when the high blood pressure was first diagnosed?,logical,Enter integer answer,
category_Health and medical history_ts_Blood.clot..DVT..bronchitis..emphysema..asthma..rhinitis..eczema..allergy.diagnosed.by.doctor...Instance.0_9,Has a doctor ever told you that you have had any of the following conditions? (You can select more than one answer),logical,Toggle multiple answer,"9 : Hayfever, allergic rhinitis or eczema"
category_Health and medical history_ts_Blood.clot..DVT..bronchitis..emphysema..asthma..rhinitis..eczema..allergy.diagnosed.by.doctor...Instance.0_7,Has a doctor ever told you that you have had any of the following conditions? (You can select more than one answer),logical,Toggle multiple answer,7 : Blood clot in the lung bronchitis
category_Health and medical history_ts_Blood.clot..DVT..bronchitis..emphysema..asthma..rhinitis..eczema..allergy.diagnosed.by.doctor...Instance.0_8,Has a doctor ever told you that you have had any of the following conditions? (You can select more than one answer),logical,Toggle multiple answer,8 : Asthma
category_Health and medical history_ts_Blood.clot..DVT..bronchitis..emphysema..asthma..rhinitis..eczema..allergy.diagnosed.by.doctor...Instance.0_5,Has a doctor ever told you that you have had any of the following conditions? (You can select more than one answer),logical,Toggle multiple answer,5 : Blood clot in the leg (DVT)
category_Health and medical history_ts_Blood.clot..DVT..bronchitis..emphysema..asthma..rhinitis..eczema..allergy.diagnosed.by.doctor...Instance.0_6,Has a doctor ever told you that you have had any of the following conditions? (You can select more than one answer),logical,Toggle multiple answer,6 : Emphysema/chronic
category_Health and medical history_ts_Age.deep.vein.thrombosis..DVT..blood.clot.in.leg..diagnosed...Instance.0_Lower.third,What was your age when the blood clot in the leg (DVT) was first diagnosed?,logical,Enter integer answer,
category_Health and medical history_ts_Age.deep.vein.thrombosis..DVT..blood.clot.in.leg..diagnosed...Instance.0_Upper.third,What was your age when the blood clot in the leg (DVT) was first diagnosed?,logical,Enter integer answer,
category_Health and medical history_ts_Age.deep.vein.thrombosis..DVT..blood.clot.in.leg..diagnosed...Instance.0_Middle.third,What was your age when the blood clot in the leg (DVT) was first diagnosed?,logical,Enter integer answer,
category_Health and medical history_ts_Age.pulmonary.embolism..blood.clot.in.lung..diagnosed...Instance.0_Lower.third,What was your age when the blood clot in the lung was first diagnosed?,logical,Enter integer answer,
category_Health and medical history_ts_Age.pulmonary.embolism..blood.clot.in.lung..diagnosed...Instance.0_Upper.third,What was your age when the blood clot in the lung was first diagnosed?,logical,Enter integer answer,
category_Health and medical history_ts_Age.pulmonary.embolism..blood.clot.in.lung..diagnosed...Instance.0_Middle.third,What was your age when the blood clot in the lung was first diagnosed?,logical,Enter integer answer,
category_Health and medical history_ts_Age.emphysema.chronic.bronchitis.diagnosed...Instance.0_Lower.third,What was your age when the emphysema/chronic bronchitis was first diagnosed?,logical,Enter integer answer,
category_Health and medical history_ts_Age.emphysema.chronic.bronchitis.diagnosed...Instance.0_Upper.third,What was your age when the emphysema/chronic bronchitis was first diagnosed?,logical,Enter integer answer,
category_Health and medical history_ts_Age.emphysema.chronic.bronchitis.diagnosed...Instance.0_Middle.third,What was your age when the emphysema/chronic bronchitis was first diagnosed?,logical,Enter integer answer,
category_Health and medical history_ts_Age.asthma.diagnosed...Instance.0_Lower.third,What was your age when the asthma was first diagnosed?,logical,Enter integer answer,
category_Health and medical history_ts_Age.asthma.diagnosed...Instance.0_Upper.third,What was your age when the asthma was first diagnosed?,logical,Enter integer answer,
category_Health and medical history_ts_Age.hay.fever..rhinitis.or.eczema.diagnosed...Instance.0_Lower.third,"What was your age when the hayfever, rhinitis or eczema was first diagnosed?",logical,Enter integer answer,
category_Health and medical history_ts_Age.hay.fever..rhinitis.or.eczema.diagnosed...Instance.0_Upper.third,"What was your age when the hayfever, rhinitis or eczema was first diagnosed?",logical,Enter integer answer,
category_Health and medical history_ts_Age.hay.fever..rhinitis.or.eczema.diagnosed...Instance.0_Middle.third,"What was your age when the hayfever, rhinitis or eczema was first diagnosed?",logical,Enter integer answer,
category_Health and medical history_ts_Diabetes.diagnosed.by.doctor...Instance.0_0,Has a doctor ever told you that you have diabetes?,logical,Select one answer,0 : No
category_Health and medical history_ts_Diabetes.diagnosed.by.doctor...Instance.0_1,Has a doctor ever told you that you have diabetes?,logical,Select one answer,1 : Yes
category_Health and medical history_ts_Gestational.diabetes.only...Instance.0_0,Did you only have diabetes during pregnancy?,logical,Select one answer,0 : No
category_Health and medical history_ts_Gestational.diabetes.only...Instance.0_neg2,Did you only have diabetes during pregnancy?,logical,Select one answer,-2 : Not applicable
category_Health and medical history_ts_Age.diabetes.diagnosed...Instance.0_Lower.third,What was your age when the diabetes was first diagnosed?,logical,Enter integer answer,
category_Health and medical history_ts_Age.diabetes.diagnosed...Instance.0_Upper.third,What was your age when the diabetes was first diagnosed?,logical,Enter integer answer,
category_Health and medical history_ts_Age.diabetes.diagnosed...Instance.0_Middle.third,What was your age when the diabetes was first diagnosed?,logical,Enter integer answer,
category_Health and medical history_ts_Started.insulin.within.one.year.diagnosis.of.diabetes...Instance.0_1,Did you start insulin within one year of your diagnosis of diabetes?,logical,Select one answer,1 : Yes
category_Health and medical history_ts_Started.insulin.within.one.year.diagnosis.of.diabetes...Instance.0_0,Did you start insulin within one year of your diagnosis of diabetes?,logical,Select one answer,0 : No
category_Health and medical history_ts_Cancer.diagnosed.by.doctor...Instance.0_0,Has a doctor ever told you that you have had cancer?,logical,Select one answer,0 : No
category_Health and medical history_ts_Cancer.diagnosed.by.doctor...Instance.0_1,Has a doctor ever told you that you have had cancer?,logical,Select one answer,1 : Yes
category_Health and medical history_ts_Fractured.broken.bones.in.last.5.years...Instance.0_0,Have you fractured/broken any bones in the last 5 years?,logical,Select one answer,0 : No
category_Health and medical history_ts_Fractured.broken.bones.in.last.5.years...Instance.0_1,Have you fractured/broken any bones in the last 5 years?,logical,Select one answer,1 : Yes
category_Health and medical history_ts_Fractured.bone.site.s....Instance.0_6,Which bones did you fracture/break? (You can select more than one answer),logical,Toggle multiple answer,6 : Arm
category_Health and medical history_ts_Fractured.bone.site.s....Instance.0_1,Which bones did you fracture/break? (You can select more than one answer),logical,Toggle multiple answer,1 : Ankle
category_Health and medical history_ts_Fractured.bone.site.s....Instance.0_5,Which bones did you fracture/break? (You can select more than one answer),logical,Toggle multiple answer,5 : Wrist
category_Health and medical history_ts_Fractured.bone.site.s....Instance.0_7,Which bones did you fracture/break? (You can select more than one answer),logical,Toggle multiple answer,7 : Other bones
category_Health and medical history_ts_Fractured.bone.site.s....Instance.0_2,Which bones did you fracture/break? (You can select more than one answer),logical,Toggle multiple answer,2 : Leg
category_Health and medical history_ts_Fractured.bone.site.s....Instance.0_3,Which bones did you fracture/break? (You can select more than one answer),logical,Toggle multiple answer,3 : Hip
category_Health and medical history_ts_Fractured.bone.site.s....Instance.0_4,Which bones did you fracture/break? (You can select more than one answer),logical,Toggle multiple answer,4 : Spine
category_Health and medical history_ts_Fracture.resulting.from.simple.fall...Instance.0_1,Did the fracture result from a simple fall (i.e. from standing height)?,logical,Select one answer,1 : Yes
category_Health and medical history_ts_Other.serious.medical.condition.disability.diagnosed.by.doctor...Instance.0_0,Has a doctor ever told you that you have had any other serious medical conditions or disabilities?,logical,Select one answer,0 : No
category_Health and medical history_ts_Other.serious.medical.condition.disability.diagnosed.by.doctor...Instance.0_1,Has a doctor ever told you that you have had any other serious medical conditions or disabilities?,logical,Select one answer,1 : Yes
category_Health and medical history_ts_Combined.sex.medication_neg7,Do you regularly take any of the following medications? (you can select more than one answer),logical,Select one answer,-7 : None of the above
category_Health and medical history_ts_Combined.sex.medication_4,Do you regularly take any of the following medications? (you can select more than one answer),logical,Toggle multiple answer,4 : Hormone replacement therapy
category_Health and medical history_ts_Combined.sex.medication_5,Do you regularly take any of the following medications? (you can select more than one answer),logical,Toggle multiple answer,5 : Oral contraceptive pill or minipill
category_Health and medical history_ts_Combined.sex.medication_1,Do you regularly take any of the following medications? (you can select more than one answer),logical,Toggle multiple answer,1 : Cholesterol lowering medication
category_Health and medical history_ts_Combined.sex.medication_2,Do you regularly take any of the following medications? (you can select more than one answer),logical,Toggle multiple answer,2 : Blood pressure medication
category_Health and medical history_ts_Combined.sex.medication_3,Do you regularly take any of the following medications? (you can select more than one answer),logical,Toggle multiple answer,3 : Insulin
category_Health and medical history_ts_Taking.other.prescription.medications...Instance.0_1,"Do you regularly take any other PRESCRIPTION medications?
(Do not forget medications such as puffers or patches)",logical,Select one answer,1 : Yes
category_Health and medical history_ts_Taking.other.prescription.medications...Instance.0_0,"Do you regularly take any other PRESCRIPTION medications?
(Do not forget medications such as puffers or patches)",logical,Select one answer,0 : No
category_Health and medical history_ts_Medication.for.pain.relief..constipation..heartburn...Instance.0_neg7,Do you regularly take any of the following? (You can select more than one answer),logical,Select one answer,-7 : None of the above
category_Health and medical history_ts_Medication.for.pain.relief..constipation..heartburn...Instance.0_3,Do you regularly take any of the following? (You can select more than one answer),logical,Toggle multiple answer,3 : Paracetamol
category_Health and medical history_ts_Medication.for.pain.relief..constipation..heartburn...Instance.0_1,Do you regularly take any of the following? (You can select more than one answer),logical,Toggle multiple answer,1 : Aspirin
category_Health and medical history_ts_Medication.for.pain.relief..constipation..heartburn...Instance.0_6,Do you regularly take any of the following? (You can select more than one answer),logical,Toggle multiple answer,"6 : Laxatives (e.g. Dulcolax, Senokot)"
category_Health and medical history_ts_Medication.for.pain.relief..constipation..heartburn...Instance.0_5,Do you regularly take any of the following? (You can select more than one answer),logical,Toggle multiple answer,5 : Omeprazole (e.g. Zanprol)
category_Health and medical history_ts_Medication.for.pain.relief..constipation..heartburn...Instance.0_4,Do you regularly take any of the following? (You can select more than one answer),logical,Toggle multiple answer,4 : Ranitidine (e.g. Zantac)
category_Health and medical history_ts_Vitamin.and.mineral.supplements...Instance.0_neg7,Do you regularly take any of the following? (You can select more than one answer),logical,Select one answer,-7 : None of the above
category_Health and medical history_ts_Vitamin.and.mineral.supplements...Instance.0_1,Do you regularly take any of the following? (You can select more than one answer),logical,Toggle multiple answer,1 : Vitamin A
category_Health and medical history_ts_Vitamin.and.mineral.supplements...Instance.0_6,Do you regularly take any of the following? (You can select more than one answer),logical,Toggle multiple answer,6 : Folic acid or Folate (Vit B9)
category_Health and medical history_ts_Mineral.and.other.dietary.supplements...Instance.0_1,Do you regularly take any of the following? (You can select more than one answer),logical,Toggle multiple answer,1 : Fish oil (including cod liver oil)
category_Health and medical history_ts_Mineral.and.other.dietary.supplements...Instance.0_3,Do you regularly take any of the following? (You can select more than one answer),logical,Toggle multiple answer,3 : Calcium
category_Health and medical history_ts_Mineral.and.other.dietary.supplements...Instance.0_5,Do you regularly take any of the following? (You can select more than one answer),logical,Toggle multiple answer,5 : Iron
category_Health and medical history_ts_Mineral.and.other.dietary.supplements...Instance.0_4,Do you regularly take any of the following? (You can select more than one answer),logical,Toggle multiple answer,4 : Zinc
category_Health and medical history_ts_Hearing.difficulty.problems...Instance.0_0,Do you have any difficulty with your hearing?,logical,Select one answer,0 : No
category_Health and medical history_ts_Hearing.difficulty.problems...Instance.0_1,Do you have any difficulty with your hearing?,logical,Select one answer,1 : Yes
category_Health and medical history_ts_Hearing.difficulty.problems.with.background.noise...Instance.0_0,"Do you find it difficult to follow a conversation if there is background noise (such as TV, radio, children playing)?",logical,Select one answer,0 : No
category_Health and medical history_ts_Hearing.difficulty.problems.with.background.noise...Instance.0_1,"Do you find it difficult to follow a conversation if there is background noise (such as TV, radio, children playing)?",logical,Select one answer,1 : Yes
category_Health and medical history_ts_Hearing.aid.user...Instance.0_0,Do you use a hearing aid most of the time?,logical,Select one answer,0 : No
category_Health and medical history_ts_Hearing.aid.user...Instance.0_1,Do you use a hearing aid most of the time?,logical,Select one answer,1 : Yes
category_Sex-specific factors_ts_Relative.age.of.first.facial.hair...Instance.0_2,When did you start to grow facial hair?,logical,Select one answer,2 : About average age
category_Sex-specific factors_ts_Relative.age.of.first.facial.hair...Instance.0_1,When did you start to grow facial hair?,logical,Select one answer,1 : Younger than average
category_Sex-specific factors_ts_Relative.age.of.first.facial.hair...Instance.0_3,When did you start to grow facial hair?,logical,Select one answer,3 : Older than average
category_Sex-specific factors_ts_Relative.age.voice.broke...Instance.0_2,When did your voice break?,logical,Select one answer,2 : About average age
category_Sex-specific factors_ts_Relative.age.voice.broke...Instance.0_1,When did your voice break?,logical,Select one answer,1 : Younger than average
category_Sex-specific factors_ts_Hair.balding.pattern...Instance.0_1,Which of the following best describes your hair/balding pattern?,logical,Select one answer,1 : Pattern 1
category_Sex-specific factors_ts_Hair.balding.pattern...Instance.0_2,Which of the following best describes your hair/balding pattern?,logical,Select one answer,2 : Pattern 2
category_Sex-specific factors_ts_Hair.balding.pattern...Instance.0_3,Which of the following best describes your hair/balding pattern?,logical,Select one answer,3 : Pattern 3
category_Sex-specific factors_ts_Hair.balding.pattern...Instance.0_4,Which of the following best describes your hair/balding pattern?,logical,Select one answer,4 : Pattern 4
category_Sex-specific factors_ts_Number.of.children.fathered...Instance.0_Lower.third,How many children have you fathered?,logical,Enter integer answer,
category_Sex-specific factors_ts_Number.of.children.fathered...Instance.0_Upper.third,How many children have you fathered?,logical,Enter integer answer,
category_Sex-specific factors_ts_Number.of.children.fathered...Instance.0_Middle.third,How many children have you fathered?,logical,Enter integer answer,
category_Sex-specific factors_ts_Ever.had.breast.cancer.screening...mammogram...Instance.0_1,Have you ever been for breast cancer screening (a mammogram)?,logical,Select one answer,1 : Yes
category_Sex-specific factors_ts_Ever.had.breast.cancer.screening...mammogram...Instance.0_0,Have you ever been for breast cancer screening (a mammogram)?,logical,Select one answer,0 : No
category_Sex-specific factors_ts_Years.since.last.breast.cancer.screening...mammogram...Instance.0_Lower.third,How many years ago was your last screen?,logical,Enter integer answer,
category_Sex-specific factors_ts_Years.since.last.breast.cancer.screening...mammogram...Instance.0_Upper.third,How many years ago was your last screen?,logical,Enter integer answer,
category_Sex-specific factors_ts_Years.since.last.breast.cancer.screening...mammogram...Instance.0_Middle.third,How many years ago was your last screen?,logical,Enter integer answer,
category_Sex-specific factors_ts_Ever.had.cervical.smear.test...Instance.0_1,Have you ever had a cervical smear test?,logical,Select one answer,1 : Yes
category_Sex-specific factors_ts_Years.since.last.cervical.smear.test...Instance.0_Lower.third,How many years ago was your last cervical smear test?,logical,Enter integer answer,
category_Sex-specific factors_ts_Years.since.last.cervical.smear.test...Instance.0_Middle.third,How many years ago was your last cervical smear test?,logical,Enter integer answer,
category_Sex-specific factors_ts_Age.when.periods.started..menarche....Instance.0_Lower.third,How old were you when your periods started?,logical,Enter integer answer,
category_Sex-specific factors_ts_Age.when.periods.started..menarche....Instance.0_Upper.third,How old were you when your periods started?,logical,Enter integer answer,
category_Sex-specific factors_ts_Age.when.periods.started..menarche....Instance.0_Middle.third,How old were you when your periods started?,logical,Enter integer answer,
category_Sex-specific factors_ts_Had.menopause...Instance.0_0,Have you had your menopause (periods stopped)?,logical,Select one answer,1 : Yes
category_Sex-specific factors_ts_Had.menopause...Instance.0_1,Have you had your menopause (periods stopped)?,logical,Select one answer,0 : No
category_Sex-specific factors_ts_Had.menopause...Instance.0_3,Have you had your menopause (periods stopped)?,logical,Select one answer,3 : Not sure - other reason
category_Sex-specific factors_ts_Age.at.menopause..last.menstrual.period....Instance.0_Upper.third,How old were you when your periods stopped?,logical,Enter integer answer,
category_Sex-specific factors_ts_Age.at.menopause..last.menstrual.period....Instance.0_Middle.third,How old were you when your periods stopped?,logical,Enter integer answer,
category_Sex-specific factors_ts_Time.since.last.menstrual.period...Instance.0_Lower.third,How many days since your last menstrual period?,logical,Enter integer answer,
category_Sex-specific factors_ts_Time.since.last.menstrual.period...Instance.0_Upper.third,How many days since your last menstrual period?,logical,Enter integer answer,
category_Sex-specific factors_ts_Time.since.last.menstrual.period...Instance.0_Middle.third,How many days since your last menstrual period?,logical,Enter integer answer,
category_Sex-specific factors_ts_Length.of.menstrual.cycle...Instance.0_neg6,How many days is your usual menstrual cycle?(The number of days between each menstrual period),logical,Select one answer,-6 : Irregular cycle
category_Sex-specific factors_ts_Length.of.menstrual.cycle...Instance.0_Lower.third,How many days is your usual menstrual cycle?(The number of days between each menstrual period),logical,Enter integer answer,
category_Sex-specific factors_ts_Length.of.menstrual.cycle...Instance.0_Middle.third,How many days is your usual menstrual cycle?(The number of days between each menstrual period),logical,Enter integer answer,
category_Sex-specific factors_ts_Menstruating.today...Instance.0_0,"Are you menstruating today?
(We are asking this as it may affect the urine sample that you have been asked to provide)",logical,Select one answer,0 : No
category_Sex-specific factors_ts_Number.of.live.births...Instance.0_Lower.third,"How many children have you given birth to?
(Please include live births only)",logical,Enter integer answer,
category_Sex-specific factors_ts_Number.of.live.births...Instance.0_Upper.third,"How many children have you given birth to?
(Please include live births only)",logical,Enter integer answer,
category_Sex-specific factors_ts_Birth.weight.of.first.child...Instance.0_neg2,What was the birth weight of your first child in pounds?(do not include twins),logical,Select one answer,-2 : Only had twins
category_Sex-specific factors_ts_Birth.weight.of.first.child...Instance.0_Lower.third,What was the birth weight of your first child in pounds?(do not include twins),logical,Enter integer answer,
category_Sex-specific factors_ts_Birth.weight.of.first.child...Instance.0_Upper.third,What was the birth weight of your first child in pounds?(do not include twins),logical,Enter integer answer,
category_Sex-specific factors_ts_Birth.weight.of.first.child...Instance.0_Middle.third,What was the birth weight of your first child in pounds?(do not include twins),logical,Enter integer answer,
category_Sex-specific factors_ts_Age.of.primiparous.women.at.birth.of.child...Instance.0_Upper.third,How old were you when you had your child?,logical,Enter integer answer,
category_Sex-specific factors_ts_Age.of.primiparous.women.at.birth.of.child...Instance.0_Middle.third,How old were you when you had your child?,logical,Enter integer answer,
category_Sex-specific factors_ts_Age.at.first.live.birth...Instance.0_Upper.third,How old were you when you had your FIRST child?,logical,Enter integer answer,
category_Sex-specific factors_ts_Age.at.first.live.birth...Instance.0_Middle.third,How old were you when you had your FIRST child?,logical,Enter integer answer,
category_Sex-specific factors_ts_Age.at.last.live.birth...Instance.0_Upper.third,How old were you when you had your LAST child?,logical,Enter integer answer,
category_Sex-specific factors_ts_Age.at.last.live.birth...Instance.0_Middle.third,How old were you when you had your LAST child?,logical,Enter integer answer,
category_Sex-specific factors_ts_Ever.had.stillbirth..spontaneous.miscarriage.or.termination...Instance.0_1,"Have you ever had any stillbirths, spontaneous miscarriages or terminations?",logical,Select one answer,1 : Yes
category_Sex-specific factors_ts_Ever.had.stillbirth..spontaneous.miscarriage.or.termination...Instance.0_0,"Have you ever had any stillbirths, spontaneous miscarriages or terminations?",logical,Select one answer,0 : No
category_Sex-specific factors_ts_Number.of.stillbirths...Instance.0_Middle.third,How many stillbirths? (enter 0 if none),logical,Enter integer answer,
category_Sex-specific factors_ts_Number.of.spontaneous.miscarriages...Instance.0_Upper.third,How many spontaneous miscarriages? (enter 0 if none),logical,Enter integer answer,
category_Sex-specific factors_ts_Number.of.spontaneous.miscarriages...Instance.0_Middle.third,How many spontaneous miscarriages? (enter 0 if none),logical,Enter integer answer,
category_Sex-specific factors_ts_Number.of.pregnancy.terminations...Instance.0_Upper.third,How many terminations? (enter 0 if none),logical,Enter integer answer,
category_Sex-specific factors_ts_Number.of.pregnancy.terminations...Instance.0_Middle.third,How many terminations? (enter 0 if none),logical,Enter integer answer,
category_Sex-specific factors_ts_Ever.taken.oral.contraceptive.pill...Instance.0_1,Have you ever taken the contraceptive pill? (include the 'mini-pill'),logical,Select one answer,1 : Yes
category_Sex-specific factors_ts_Age.started.oral.contraceptive.pill...Instance.0_Lower.third,About how old were you when you first went on the contraceptive pill?,logical,Enter integer answer,
category_Sex-specific factors_ts_Age.started.oral.contraceptive.pill...Instance.0_Upper.third,About how old were you when you first went on the contraceptive pill?,logical,Enter integer answer,
category_Sex-specific factors_ts_Age.started.oral.contraceptive.pill...Instance.0_Middle.third,About how old were you when you first went on the contraceptive pill?,logical,Enter integer answer,
category_Sex-specific factors_ts_Age.when.last.used.oral.contraceptive.pill...Instance.0_Lower.third,How old were you when you last used the contraceptive pill?,logical,Enter integer answer,
category_Sex-specific factors_ts_Age.when.last.used.oral.contraceptive.pill...Instance.0_Upper.third,How old were you when you last used the contraceptive pill?,logical,Enter integer answer,
category_Sex-specific factors_ts_Age.when.last.used.oral.contraceptive.pill...Instance.0_Middle.third,How old were you when you last used the contraceptive pill?,logical,Enter integer answer,
category_Sex-specific factors_ts_Ever.used.hormone.replacement.therapy..HRT....Instance.0_0,Have you ever used hormone replacement therapy (HRT)?,logical,Select one answer,0 : No
category_Sex-specific factors_ts_Age.last.used.hormone.replacement.therapy..HRT....Instance.0_neg11,How old were you when you last used HRT?,logical,Select one answer,-11 : Still taking HRT
category_Sex-specific factors_ts_Age.last.used.hormone.replacement.therapy..HRT....Instance.0_Upper.third,How old were you when you last used HRT?,logical,Enter integer answer,
category_Sex-specific factors_ts_Age.last.used.hormone.replacement.therapy..HRT....Instance.0_Middle.third,How old were you when you last used HRT?,logical,Enter integer answer,
category_Sex-specific factors_ts_Ever.had.hysterectomy..womb.removed....Instance.0_0,Have you had a hysterectomy (womb removed)?,logical,Select one answer,0 : No
category_Sex-specific factors_ts_Ever.had.hysterectomy..womb.removed....Instance.0_1,Have you had a hysterectomy (womb removed)?,logical,Select one answer,1 : Yes
category_Sex-specific factors_ts_Age.at.hysterectomy...Instance.0_Lower.third,How old were you when you had your hysterectomy?,logical,Enter integer answer,
category_Sex-specific factors_ts_Age.at.hysterectomy...Instance.0_Middle.third,How old were you when you had your hysterectomy?,logical,Enter integer answer,
category_Sex-specific factors_ts_Bilateral.oophorectomy..both.ovaries.removed....Instance.0_0,Have you had BOTH ovaries removed?,logical,Select one answer,0 : No
qrisk_Ethnic.background.Instance.0_1,What is your ethnic group?,logical,Select one answer,1 : White
qrisk_Ethnic.background.Instance.0_1001,What is your ethnic background?,logical,Select one answer,1 : British
